nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1
8, 2, 45, 61, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4
8, 2, 48, 53, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3
8, 2, 34, 41, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2
8, 2, 44, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5
8, 2, 10, 28, 1.0, 3.0, 6.0, true, true, true, 30.0, 56.0, 84.0, 145.0, 1, 1
8, 2, 31, 40, 2.0, 16.0, 13.0, true, true, true, 93.0, 153.0, 120.0, 197.0, 3, 2
8, 2, 41, 49, 2.0, 88.0, 112.0, false, false, true, 123.0, 201.0, 147.0, 240.0, 4, 2
8, 2, 31, 47, 1.0, 15.0, 17.0, true, true, true, 93.0, 155.0, 141.0, 234.0, 1, 4
8, 2, 49, 57, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5
8, 2, 44, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5
8, 2, 12, 29, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 3
8, 2, 34, 41, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
8, 2, 27, 36, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
8, 2, 44, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5
8, 2, 18, 32, 2.0, 4.0, 10.0, true, true, true, 54.0, 94.0, 96.0, 163.0, 2, 1
8, 2, 37, 43, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3
8, 2, 18, 37, 2.0, 11.0, 16.0, true, true, true, 54.0, 94.0, 111.0, 188.0, 1, 2
8, 2, 31, 47, 1.0, 12.0, 15.0, true, true, true, 93.0, 155.0, 141.0, 234.0, 4, 1
8, 2, 44, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5
8, 2, 15, 28, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4
8, 2, 60, 64, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
8, 2, 27, 36, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3
8, 2, 45, 61, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4
8, 2, 27, 36, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2
8, 2, 31, 59, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5
8, 2, 31, 59, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5
8, 2, 31, 47, 1.0, 12.0, 15.0, true, true, true, 93.0, 155.0, 141.0, 234.0, 4, 1
8, 2, 44, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3
8, 2, 57, 60, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5
8, 2, 31, 47, 1.0, 11.0, 16.0, true, true, true, 93.0, 155.0, 141.0, 234.0, 4, 1
8, 2, 30, 38, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3
8, 2, 55, 63, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 4
8, 2, 14, 27, 2.0, 5.0, 10.0, true, true, true, 42.0, 74.0, 81.0, 138.0, 2, 1
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
8, 2, 30, 38, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3
8, 2, 48, 53, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3
8, 2, 60, 64, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2
8, 2, 25, 36, 3.0, 21.0, 39.0, true, true, true, 75.0, 127.0, 108.0, 181.0, 1, 3
8, 2, 34, 41, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
8, 2, 25, 36, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4
8, 2, 36, 54, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1
8, 2, 25, 48, 1.0, 11.0, 15.0, true, true, true, 75.0, 127.0, 144.0, 241.0, 1, 3
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4
8, 2, 36, 50, 2.0, 14.0, 17.0, true, true, true, 108.0, 178.0, 150.0, 247.0, 2, 3
8, 2, 37, 43, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4
8, 2, 34, 41, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2
8, 2, 34, 41, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
8, 2, 18, 32, 2.0, 3.0, 8.0, true, true, true, 54.0, 94.0, 96.0, 163.0, 1, 2
8, 2, 55, 63, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5
8, 2, 47, 51, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 49, 57, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2
8, 2, 48, 53, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3
8, 2, 14, 27, 2.0, 5.0, 11.0, true, true, true, 42.0, 74.0, 81.0, 138.0, 2, 1
8, 2, 25, 48, 1.0, 11.0, 12.0, true, true, true, 75.0, 127.0, 144.0, 241.0, 1, 3
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2
8, 2, 25, 36, 3.0, 20.0, 38.0, true, true, true, 75.0, 127.0, 108.0, 181.0, 3, 1
8, 2, 36, 40, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 43, 51, 3.0, 66.0, 39.0, false, false, true, 129.0, 211.0, 153.0, 250.0, 3, 3
8, 2, 14, 27, 2.0, 4.0, 10.0, true, true, true, 42.0, 74.0, 81.0, 138.0, 2, 1
8, 2, 23, 34, 2.0, 10.0, 12.0, true, true, true, 69.0, 117.0, 102.0, 171.0, 2, 2
8, 2, 23, 34, 2.0, 10.0, 12.0, true, true, true, 69.0, 117.0, 102.0, 171.0, 2, 2
8, 2, 31, 38, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 25, 38, 4.0, 19.0, 37.0, true, true, true, 75.0, 127.0, 114.0, 191.0, 2, 2
8, 2, 25, 48, 1.0, 10.0, 13.0, true, true, true, 75.0, 127.0, 144.0, 241.0, 1, 3
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 15, 28, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1
8, 2, 15, 28, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4
8, 2, 18, 33, 3.0, 10.0, 24.0, true, true, true, 54.0, 94.0, 99.0, 168.0, 1, 2
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 34, 41, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
8, 2, 44, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5
8, 2, 30, 38, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3
8, 2, 12, 29, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1
8, 2, 55, 63, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4
8, 2, 41, 49, 2.0, 91.0, 116.0, false, false, true, 123.0, 201.0, 147.0, 240.0, 4, 2
8, 2, 25, 36, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5
8, 2, 48, 53, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3
8, 2, 31, 47, 1.0, 10.0, 16.0, true, true, true, 93.0, 155.0, 141.0, 234.0, 4, 1
8, 2, 31, 40, 2.0, 16.0, 13.0, true, true, true, 93.0, 153.0, 120.0, 197.0, 3, 2
8, 2, 25, 40, 2.0, 13.0, 23.0, true, true, true, 75.0, 127.0, 120.0, 201.0, 3, 1
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2
8, 2, 15, 28, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5
8, 2, 49, 57, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2
8, 2, 57, 60, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5
8, 2, 33, 42, 3.0, 17.0, 18.0, false, false, true, 99.0, 163.0, 126.0, 207.0, 3, 2
8, 2, 44, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3
8, 2, 36, 54, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1
8, 2, 47, 51, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 10, 32, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 1
8, 2, 17, 28, 1.0, 7.0, 11.0, true, true, true, 51.0, 87.0, 84.0, 141.0, 3, 1
8, 2, 25, 40, 2.0, 13.0, 18.0, true, true, true, 75.0, 127.0, 120.0, 201.0, 3, 1
8, 2, 12, 29, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2
8, 2, 48, 53, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3
8, 2, 60, 64, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 4
8, 2, 47, 51, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 4
8, 2, 13, 27, 1.0, 3.0, 8.0, true, true, true, 39.0, 69.0, 81.0, 138.0, 1, 2
8, 2, 19, 29, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2
8, 2, 36, 54, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1
8, 2, 57, 60, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 4
8, 2, 15, 28, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4
8, 2, 21, 33, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2
8, 2, 31, 38, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
8, 2, 15, 28, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1
8, 2, 31, 47, 1.0, 13.0, 17.0, true, true, true, 93.0, 155.0, 141.0, 234.0, 4, 1
8, 2, 36, 40, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5
8, 2, 37, 42, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3
8, 2, 36, 44, 1.0, 14.0, 16.0, true, true, true, 108.0, 178.0, 132.0, 217.0, 1, 5
