nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
5, 3, 1.0, 1.0, 0.0, 0.0, 13.0, 17.0, 19.0, 0.0, 0.0, 0.0, 0.0
5, 3, 0.0, 0.0, 1.0, 1.0, 17.0, 22.0, 21.0, 0.0, 0.0, 0.0, 0.0
5, 3, 1.0, 0.0, 0.0, 0.0, 18.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0
5, 3, 0.0, 1.0, 1.0, 0.0, 18.0, 21.0, 22.0, 0.0, 0.0, 0.0, 1.0
5, 3, 0.0, 0.0, 0.0, 1.0, 21.0, 23.0, 23.0, 0.0, 1.0, 0.0, 0.0
5, 3, 1.0, 0.0, 0.0, 0.0, 24.0, 24.0, 25.0, 0.0, 0.0, 0.0, 0.0
5, 3, 0.0, 1.0, 1.0, 0.0, 13.0, 17.0, 19.0, 0.0, 0.0, 0.0, 0.0
5, 3, 0.0, 0.0, 0.0, 0.0, 18.0, 23.0, 22.0, 1.0, 0.0, 0.0, 0.0
5, 3, 0.0, 0.0, 1.0, 0.0, 6.0, 6.0, 6.0, 0.0, 0.0, 0.0, 0.0
5, 3, 0.0, 1.0, 1.0, 1.0, 20.0, 24.0, 24.0, 0.0, 0.0, 0.0, 0.0
5, 3, 0.0, 0.0, 0.0, 0.0, 14.0, 18.0, 18.0, 0.0, 0.0, 0.0, 0.0
5, 3, 0.0, 1.0, 0.0, 0.0, 13.0, 17.0, 19.0, 0.0, 0.0, 0.0, 0.0
